,Model,Target,identity(%),positive(%),coverage(%),identity(-misres)(%),positive(-misres)(%),coverage(-misres)(%),DOPE,SOAP,SBROD,ProQ2D,ProQRosCenD,ProQRosFAD,ProQ3D,P3CMQA,DeepAccNet,DeepAccNet-Bert
215,1FHU_A_1WUE_A_3_1,1FHU_A,0.196875,0.378125,0.95,0.196875,0.378125,0.95,28634.787109375,95580.5,1.49479304372,0.46870600000000007,0.538935,0.626305,0.532666,0.5033271908760071,0.3349609375,0.444091796875
216,1FHU_A_1WUE_A_3_4,1FHU_A,0.196875,0.378125,0.95,0.196875,0.378125,0.95,29037.8203125,95284.234375,1.51275084824,0.454287,0.53175,0.671937,0.556225,0.5004791021347046,0.342041015625,0.4453125
217,1FHU_A_1WUE_A_3_2,1FHU_A,0.196875,0.378125,0.95,0.196875,0.378125,0.95,28752.927734375,101264.8828125,1.50186532369,0.459528,0.539216,0.642129,0.5462640000000001,0.5056854486465454,0.3369140625,0.4423828125
218,1FHU_A_3JVA_A_3_5,1FHU_A,0.215625,0.359375,0.90625,0.215625,0.359375,0.90625,29000.625,60804.5234375,1.48586135841,0.47422,0.497989,0.590492,0.5076229999999999,0.6075413227081299,0.34423828125,0.45166015625
219,1FHU_A_4E8G_A_3_4,1FHU_A,0.18125,0.296875,0.953125,0.175,0.2875,0.953125,28532.564453125,17746.236328125,1.44343125962,0.44242700000000007,0.493274,0.583647,0.544628,0.5251789093017578,0.316162109375,0.43115234375
220,1FHU_A_1JPM_A_3_5,1FHU_A,0.2,0.353125,0.93125,0.2,0.353125,0.93125,29125.75,47590.39453125,1.46094895795,0.454075,0.522817,0.550852,0.520121,0.5857637524604797,0.32666015625,0.45654296875
221,1FHU_A_3H7V_A_2_5,1FHU_A,0.215625,0.390625,0.865625,0.215625,0.390625,0.865625,26755.69140625,78971.9921875,1.40214176372,0.41659300000000005,0.433366,0.533528,0.4791939999999999,0.3940682411193848,0.314697265625,0.403076171875
222,1FHU_A_4E8G_A_3_2,1FHU_A,0.18125,0.296875,0.953125,0.175,0.2875,0.953125,28921.306640625,25845.9765625,1.41991830555,0.45608000000000004,0.527135,0.577245,0.559337,0.4971438944339752,0.318115234375,0.43310546875
223,1FHU_A_4GFI_A_2_1,1FHU_A,0.2375,0.3625,0.859375,0.2375,0.3625,0.859375,26805.23828125,61555.625,1.39904725367,0.365315,0.37450100000000003,0.486403,0.406204,0.3834964632987976,0.267333984375,0.3740234375
224,1FHU_A_2OZT_A_2_3,1FHU_A,0.215625,0.390625,0.865625,0.215625,0.390625,0.865625,27650.3203125,81742.40625,1.4126269280200001,0.394712,0.392878,0.577515,0.474354,0.3901073038578033,0.342041015625,0.4111328125
225,1FHU_A_3H7V_A_2_2,1FHU_A,0.215625,0.390625,0.865625,0.215625,0.390625,0.865625,26572.39453125,83715.0859375,1.42537547593,0.400091,0.395302,0.576314,0.473946,0.3871095776557921,0.34033203125,0.404052734375
226,1FHU_A_2OZT_A_2_5,1FHU_A,0.215625,0.390625,0.865625,0.215625,0.390625,0.865625,27433.544921875,80788.7890625,1.41317573396,0.392516,0.40015,0.567869,0.469895,0.3803622126579285,0.35498046875,0.408935546875
227,1FHU_A_1JPM_A_3_4,1FHU_A,0.2,0.353125,0.93125,0.2,0.353125,0.93125,29188.193359375,62322.921875,1.49759821454,0.46400600000000003,0.485509,0.5243979999999999,0.525169,0.5888929963111877,0.339111328125,0.469482421875
228,1FHU_A_4GFI_A_2_4,1FHU_A,0.2375,0.3625,0.859375,0.2375,0.3625,0.859375,25979.197265625,64638.66015625,1.40272117086,0.36204400000000003,0.340978,0.475022,0.392586,0.3615344166755676,0.279296875,0.37158203125
229,1FHU_A_3DFY_A_3_5,1FHU_A,0.225,0.365625,0.925,0.225,0.359375,0.915625,28441.94921875,77203.0,1.43762083865,0.43346,0.4433399999999999,0.618446,0.519696,0.3951000869274139,0.31298828125,0.398681640625
230,1FHU_A_2OZT_A_2_1,1FHU_A,0.215625,0.390625,0.865625,0.215625,0.390625,0.865625,26535.349609375,82424.375,1.4288072415200002,0.389044,0.4122439999999999,0.5953039999999999,0.4899729999999999,0.3984307646751404,0.321044921875,0.400146484375
231,1FHU_A_3H7V_A_2_4,1FHU_A,0.215625,0.390625,0.865625,0.215625,0.390625,0.865625,26936.828125,78607.3359375,1.4132898321599998,0.393491,0.416191,0.551541,0.461474,0.3814912438392639,0.33154296875,0.40478515625
232,1FHU_A_4GFI_A_2_5,1FHU_A,0.2375,0.3625,0.859375,0.2375,0.3625,0.859375,26559.30859375,70598.515625,1.39546555382,0.356122,0.33931,0.487708,0.41652700000000004,0.3555544316768646,0.26416015625,0.3662109375
233,1FHU_A_1JPM_A_3_3,1FHU_A,0.2,0.353125,0.93125,0.2,0.353125,0.93125,28484.673828125,65212.328125,1.4467977092700002,0.481558,0.519922,0.604599,0.531764,0.5859775543212891,0.324462890625,0.45849609375
234,1FHU_A_3JVA_A_3_4,1FHU_A,0.215625,0.359375,0.90625,0.215625,0.359375,0.90625,29569.314453125,87605.8359375,1.4965465973299998,0.502541,0.500598,0.532065,0.48851300000000003,0.6080196499824524,0.361572265625,0.4619140625
235,1FHU_A_3H7V_A_2_3,1FHU_A,0.215625,0.390625,0.865625,0.215625,0.390625,0.865625,27441.341796875,80365.8515625,1.4032037343200001,0.412775,0.413804,0.549958,0.459794,0.3915855884552002,0.335693359375,0.405517578125
236,1FHU_A_2OZT_A_2_2,1FHU_A,0.215625,0.390625,0.865625,0.215625,0.390625,0.865625,27125.908203125,93006.109375,1.44209426014,0.4305279999999999,0.418117,0.554288,0.48772,0.4056399762630463,0.35693359375,0.41015625
237,1FHU_A_4E8G_A_3_3,1FHU_A,0.18125,0.296875,0.953125,0.175,0.2875,0.953125,29731.689453125,40845.54296875,1.43705772641,0.456608,0.526523,0.5853189999999999,0.568775,0.5231278538703918,0.34912109375,0.433837890625
238,1FHU_A_1WUE_A_3_3,1FHU_A,0.196875,0.378125,0.95,0.196875,0.378125,0.95,28354.4375,83042.6640625,1.5396507777200001,0.47603100000000004,0.544072,0.632579,0.5592550000000001,0.4999436438083649,0.304443359375,0.443603515625
239,1GU7_A_2VCY_A_1_4,1GU7_A,0.3598901098901099,0.521978021978022,0.8928571428571429,0.3598901098901099,0.521978021978022,0.8928571428571429,32139.677734375,149790.234375,1.6706792866999998,0.5569649999999999,0.580866,0.7402,0.6046,0.7343083620071411,0.466064453125,0.5029296875
240,1GU7_A_3JYL_A_2_4,1GU7_A,0.14835164835164835,0.2774725274725275,0.760989010989011,0.14835164835164835,0.2774725274725275,0.7582417582417582,25556.19921875,64680.6875,1.56741653027,0.303135,0.379997,0.5086890000000001,0.360644,0.4207096695899963,0.300537109375,0.328857421875
241,1GU7_A_3JYL_A_2_5,1GU7_A,0.14835164835164835,0.2774725274725275,0.760989010989011,0.14835164835164835,0.2774725274725275,0.7582417582417582,24735.365234375,49922.859375,1.51108171482,0.26478,0.347692,0.478263,0.3421639999999999,0.4038896262645721,0.301025390625,0.331298828125
242,1GU7_A_2EIH_A_1_4,1GU7_A,0.228021978021978,0.35714285714285715,0.8901098901098901,0.228021978021978,0.35714285714285715,0.8901098901098901,28631.060546875,60399.37109375,1.5293606629499998,0.30551100000000003,0.388104,0.482993,0.39570700000000003,0.3248130083084106,0.26513671875,0.346923828125
243,1GU7_A_3JYL_A_2_2,1GU7_A,0.14835164835164835,0.2774725274725275,0.760989010989011,0.14835164835164835,0.2774725274725275,0.7582417582417582,24927.8046875,48406.98828125,1.4842856667500002,0.309712,0.3926949999999999,0.499287,0.383862,0.3949356973171234,0.28564453125,0.328125
244,1GU7_A_1RJW_A_2_5,1GU7_A,0.18956043956043955,0.3434065934065934,0.9230769230769232,0.18956043956043955,0.3434065934065934,0.9230769230769232,28113.515625,66496.40625,1.49870493553,0.293122,0.3304539999999999,0.43928,0.351294,0.3487833142280578,0.27978515625,0.350341796875
245,1GU7_A_5K1S_A_3_5,1GU7_A,0.1813186813186813,0.3241758241758242,0.9697802197802198,0.1813186813186813,0.3241758241758242,0.9697802197802198,29789.212890625,74624.3125,1.54192634794,0.3579699999999999,0.438126,0.555014,0.489108,0.3773279786109924,0.31591796875,0.385986328125
246,1GU7_A_3JYL_A_2_3,1GU7_A,0.14835164835164835,0.2774725274725275,0.760989010989011,0.14835164835164835,0.2774725274725275,0.7582417582417582,25118.033203125,51363.17578125,1.55449714899,0.308206,0.371481,0.50674,0.380114,0.4062794148921967,0.31298828125,0.333984375
247,1GU7_A_5K1S_A_3_3,1GU7_A,0.1813186813186813,0.3241758241758242,0.9697802197802198,0.1813186813186813,0.3241758241758242,0.9697802197802198,30474.935546875,94395.03125,1.5077961863999998,0.350905,0.420771,0.523071,0.446478,0.36530840396881104,0.3076171875,0.38916015625
248,1GU7_A_2VCY_A_1_2,1GU7_A,0.3598901098901099,0.521978021978022,0.8928571428571429,0.3598901098901099,0.521978021978022,0.8928571428571429,32106.35546875,133885.609375,1.63337629762,0.514528,0.534449,0.704437,0.59618,0.7134792804718018,0.453125,0.486328125
249,1GU7_A_5K1S_A_3_1,1GU7_A,0.1813186813186813,0.3241758241758242,0.9697802197802198,0.1813186813186813,0.3241758241758242,0.9697802197802198,30233.25390625,65749.6484375,1.4967773360299998,0.345427,0.4115819999999999,0.511041,0.446427,0.3700831532478333,0.283447265625,0.381591796875
250,1GU7_A_4EEX_A_3_4,1GU7_A,0.17857142857142858,0.33791208791208793,0.9615384615384616,0.17857142857142858,0.33791208791208793,0.9587912087912088,28791.61328125,17597.240234375,1.50718959449,0.329542,0.32898,0.43763,0.360225,0.3425250351428985,0.253173828125,0.345703125
251,1GU7_A_3PI7_A_1_2,1GU7_A,0.2087912087912088,0.3598901098901099,0.8461538461538461,0.20604395604395606,0.35714285714285715,0.8461538461538461,28804.98828125,33342.80078125,1.4610091643399998,0.267248,0.3836969999999999,0.438299,0.381038,0.3285827934741974,0.26611328125,0.366943359375
252,1GU7_A_4EEX_A_3_5,1GU7_A,0.17857142857142858,0.33791208791208793,0.9615384615384616,0.17857142857142858,0.33791208791208793,0.9587912087912088,29172.287109375,33649.5078125,1.5079170483500002,0.300655,0.3033659999999999,0.406094,0.329196,0.3588735163211822,0.263916015625,0.352783203125
253,1GU7_A_5A3J_A_1_3,1GU7_A,0.2307692307692308,0.3626373626373626,0.8928571428571429,0.2307692307692308,0.3626373626373626,0.8928571428571429,28522.65625,-12665.3916015625,1.5258438368599998,0.286065,0.380506,0.382919,0.383956,0.2975681722164154,0.2666015625,0.356201171875
254,1GU7_A_3PI7_A_1_3,1GU7_A,0.2087912087912088,0.3598901098901099,0.8461538461538461,0.20604395604395606,0.35714285714285715,0.8461538461538461,29217.50390625,47413.48046875,1.5282473240799999,0.264284,0.3976429999999999,0.45718400000000003,0.390804,0.3682898581027985,0.302978515625,0.376708984375
255,1GU7_A_2VCY_A_1_3,1GU7_A,0.3598901098901099,0.521978021978022,0.8928571428571429,0.3598901098901099,0.521978021978022,0.8928571428571429,31798.94140625,143793.0,1.62990119791,0.5436439999999999,0.5375810000000001,0.7148800000000001,0.5877439999999999,0.7131924629211426,0.4775390625,0.496826171875
256,1GU7_A_1YB5_A_2_1,1GU7_A,0.20604395604395606,0.35714285714285715,0.9505494505494504,0.20604395604395606,0.35714285714285715,0.9505494505494504,32077.96875,70353.0078125,1.5373928893200002,0.480312,0.580088,0.634606,0.560383,0.5932750701904297,0.333984375,0.4384765625
257,1GU7_A_3GMS_A_1_2,1GU7_A,0.2225274725274725,0.3489010989010989,0.760989010989011,0.2225274725274725,0.3489010989010989,0.760989010989011,25160.97265625,70291.3203125,1.5536997005500002,0.293477,0.358117,0.49865600000000004,0.3400829999999999,0.4396365582942962,0.270751953125,0.329833984375
258,1GU7_A_3PI7_A_1_5,1GU7_A,0.2087912087912088,0.3598901098901099,0.8461538461538461,0.20604395604395606,0.35714285714285715,0.8461538461538461,28822.298828125,17662.98046875,1.49759775532,0.295115,0.41183100000000006,0.472344,0.3942989999999999,0.3420377969741821,0.292236328125,0.380615234375
259,1GU7_A_2EIH_A_1_2,1GU7_A,0.228021978021978,0.35714285714285715,0.8901098901098901,0.228021978021978,0.35714285714285715,0.8901098901098901,28457.419921875,62598.08203125,1.4967620572999998,0.291557,0.38599,0.437596,0.3860719999999999,0.2871859967708588,0.26025390625,0.35009765625
260,1GU7_A_1RJW_A_2_4,1GU7_A,0.18956043956043955,0.3434065934065934,0.9230769230769232,0.18956043956043955,0.3434065934065934,0.9230769230769232,27904.31640625,52679.34375,1.5025142686300001,0.292566,0.325305,0.4389109999999999,0.3559969999999999,0.3373912274837494,0.26953125,0.347412109375
261,1GU7_A_3GMS_A_1_1,1GU7_A,0.2225274725274725,0.3489010989010989,0.760989010989011,0.2225274725274725,0.3489010989010989,0.760989010989011,24923.52734375,71684.5703125,1.52701176921,0.29025100000000004,0.333518,0.510893,0.374931,0.4665915668010712,0.285400390625,0.3369140625
262,1GU7_A_4EEX_A_3_1,1GU7_A,0.17857142857142858,0.33791208791208793,0.9615384615384616,0.17857142857142858,0.33791208791208793,0.9587912087912088,28641.267578125,36757.734375,1.51300079758,0.310788,0.326384,0.44095100000000004,0.355518,0.3136469721794128,0.2469482421875,0.349853515625
263,1GU7_A_5K1S_A_3_4,1GU7_A,0.1813186813186813,0.3241758241758242,0.9697802197802198,0.1813186813186813,0.3241758241758242,0.9697802197802198,30310.36328125,79075.6484375,1.5122316413999999,0.371473,0.427935,0.559859,0.470371,0.3738264143466949,0.305908203125,0.38525390625
264,1GU7_A_3PI7_A_1_4,1GU7_A,0.2087912087912088,0.3598901098901099,0.8461538461538461,0.20604395604395606,0.35714285714285715,0.8461538461538461,29966.337890625,58082.171875,1.5308098040399998,0.285526,0.4090519999999999,0.46385600000000005,0.398208,0.3728684186935425,0.29638671875,0.381103515625
265,1GU7_A_2VCY_A_1_1,1GU7_A,0.3598901098901099,0.521978021978022,0.8928571428571429,0.3598901098901099,0.521978021978022,0.8928571428571429,31695.7578125,134549.796875,1.65405841434,0.562131,0.586862,0.714827,0.602035,0.7375448942184448,0.46240234375,0.497802734375
266,1GU7_A_5A3J_A_1_1,1GU7_A,0.2307692307692308,0.3626373626373626,0.8928571428571429,0.2307692307692308,0.3626373626373626,0.8928571428571429,28963.513671875,-23858.55078125,1.53172644197,0.316512,0.41262600000000005,0.403861,0.375803,0.3158798515796661,0.239013671875,0.35107421875
267,1GU7_A_1YB5_A_2_3,1GU7_A,0.20604395604395606,0.35714285714285715,0.9505494505494504,0.20604395604395606,0.35714285714285715,0.9505494505494504,32071.533203125,73950.4765625,1.6039867724899999,0.487749,0.572986,0.629131,0.567669,0.5950751900672913,0.33642578125,0.43310546875
268,1GU7_A_1RJW_A_2_3,1GU7_A,0.18956043956043955,0.3434065934065934,0.9230769230769232,0.18956043956043955,0.3434065934065934,0.9230769230769232,27766.728515625,51139.49609375,1.48218349648,0.271492,0.3035489999999999,0.4124069999999999,0.334044,0.3221983313560486,0.259521484375,0.346923828125
269,1GU7_A_2EIH_A_1_3,1GU7_A,0.228021978021978,0.35714285714285715,0.8901098901098901,0.228021978021978,0.35714285714285715,0.8901098901098901,29505.740234375,60687.609375,1.50370054035,0.316264,0.38427100000000003,0.471966,0.413329,0.2915157973766327,0.281982421875,0.3505859375
270,1GU7_A_4EEX_A_3_3,1GU7_A,0.17857142857142858,0.33791208791208793,0.9615384615384616,0.17857142857142858,0.33791208791208793,0.9587912087912088,29141.5078125,45200.03515625,1.52124323319,0.2965489999999999,0.324384,0.39892,0.322714,0.3331688344478607,0.2335205078125,0.344482421875
271,1GU7_A_1RJW_A_2_1,1GU7_A,0.18956043956043955,0.3434065934065934,0.9230769230769232,0.18956043956043955,0.3434065934065934,0.9230769230769232,28235.390625,51976.65234375,1.48259120382,0.269171,0.30554000000000003,0.4174449999999999,0.312665,0.3533826470375061,0.255859375,0.349609375
272,1GU7_A_5A3J_A_1_5,1GU7_A,0.2307692307692308,0.3626373626373626,0.8928571428571429,0.2307692307692308,0.3626373626373626,0.8928571428571429,28207.3828125,-27115.060546875,1.50439242715,0.256033,0.29914,0.326608,0.307225,0.2925912737846374,0.25927734375,0.355224609375
273,1GU7_A_3GMS_A_1_5,1GU7_A,0.2225274725274725,0.3489010989010989,0.760989010989011,0.2225274725274725,0.3489010989010989,0.760989010989011,25047.798828125,67224.15625,1.50586487528,0.284977,0.343032,0.4665479999999999,0.340223,0.4438651502132416,0.268798828125,0.33203125
274,1GU7_A_2VCY_A_1_5,1GU7_A,0.3598901098901099,0.521978021978022,0.8928571428571429,0.3598901098901099,0.521978021978022,0.8928571428571429,32028.03515625,143877.8125,1.6465802421899998,0.541673,0.5363680000000001,0.716934,0.583178,0.7149107456207275,0.4599609375,0.499267578125
275,1GU7_A_3GMS_A_1_4,1GU7_A,0.2225274725274725,0.3489010989010989,0.760989010989011,0.2225274725274725,0.3489010989010989,0.760989010989011,25324.9609375,37960.109375,1.5126796873500001,0.272475,0.330935,0.450021,0.312434,0.4484896063804626,0.276611328125,0.331787109375
276,1GU7_A_1YB5_A_2_4,1GU7_A,0.20604395604395606,0.35714285714285715,0.9505494505494504,0.20604395604395606,0.35714285714285715,0.9505494505494504,31987.205078125,68148.53125,1.59696709609,0.504818,0.60592,0.677421,0.579149,0.5986892580986023,0.33154296875,0.43212890625
277,1GU7_A_5K1S_A_3_2,1GU7_A,0.1813186813186813,0.3241758241758242,0.9697802197802198,0.1813186813186813,0.3241758241758242,0.9697802197802198,29574.0859375,71076.484375,1.49693285206,0.3452969999999999,0.409383,0.5319119999999999,0.467387,0.3773260116577149,0.32275390625,0.388427734375
278,1GU7_A_3GMS_A_1_3,1GU7_A,0.2225274725274725,0.3489010989010989,0.760989010989011,0.2225274725274725,0.3489010989010989,0.760989010989011,25512.048828125,83449.515625,1.53264716125,0.3215739999999999,0.362602,0.511175,0.37006100000000003,0.4474748075008392,0.28271484375,0.330078125
279,1GU7_A_4JBG_A_2_2,1GU7_A,0.19230769230769232,0.3324175824175824,0.9450549450549449,0.19230769230769232,0.3324175824175824,0.9450549450549449,29859.306640625,92618.65625,1.4825773246399998,0.358254,0.397586,0.559659,0.46843900000000005,0.3621413707733154,0.267578125,0.355712890625
280,1GU7_A_3PI7_A_1_1,1GU7_A,0.2087912087912088,0.3598901098901099,0.8461538461538461,0.20604395604395606,0.35714285714285715,0.8461538461538461,30122.564453125,62738.23046875,1.5265393985100002,0.336268,0.44705100000000003,0.539292,0.44777100000000003,0.3619597256183624,0.348388671875,0.39013671875
281,1GU7_A_1RJW_A_2_2,1GU7_A,0.18956043956043955,0.3434065934065934,0.9230769230769232,0.18956043956043955,0.3434065934065934,0.9230769230769232,28406.482421875,60082.9765625,1.47671094055,0.265741,0.300304,0.408014,0.31196,0.3544552624225616,0.27197265625,0.34814453125
282,1GU7_A_2EIH_A_1_5,1GU7_A,0.228021978021978,0.35714285714285715,0.8901098901098901,0.228021978021978,0.35714285714285715,0.8901098901098901,28910.3828125,47073.7734375,1.49942254042,0.323384,0.393463,0.46012200000000003,0.3890659999999999,0.3057024776935577,0.262939453125,0.35205078125
283,1GU7_A_1YB5_A_2_5,1GU7_A,0.20604395604395606,0.35714285714285715,0.9505494505494504,0.20604395604395606,0.35714285714285715,0.9505494505494504,32956.828125,81234.9453125,1.58811127019,0.48587700000000006,0.587527,0.638555,0.557158,0.6088221073150635,0.36669921875,0.438232421875
284,1GU7_A_5A3J_A_1_2,1GU7_A,0.2307692307692308,0.3626373626373626,0.8928571428571429,0.2307692307692308,0.3626373626373626,0.8928571428571429,28232.681640625,-27818.220703125,1.48236195886,0.3381,0.4106189999999999,0.36651300000000003,0.363782,0.3180149495601654,0.25390625,0.35107421875
285,1GU7_A_1YB5_A_2_2,1GU7_A,0.20604395604395606,0.35714285714285715,0.9505494505494504,0.20604395604395606,0.35714285714285715,0.9505494505494504,32872.00390625,68468.5859375,1.59328226683,0.42887,0.5266430000000001,0.615512,0.549369,0.5902283191680908,0.350341796875,0.436279296875
286,1GU7_A_4EEX_A_3_2,1GU7_A,0.17857142857142858,0.33791208791208793,0.9615384615384616,0.17857142857142858,0.33791208791208793,0.9587912087912088,30136.779296875,39049.5859375,1.51458522625,0.33252600000000004,0.356485,0.4509859999999999,0.348848,0.3256727457046509,0.250244140625,0.34912109375
287,1GU7_A_2EIH_A_1_1,1GU7_A,0.228021978021978,0.35714285714285715,0.8901098901098901,0.228021978021978,0.35714285714285715,0.8901098901098901,29128.134765625,68778.0703125,1.50903212141,0.28275900000000004,0.381411,0.437316,0.385234,0.3198926448822021,0.260009765625,0.34765625
288,1GU7_A_3JYL_A_2_1,1GU7_A,0.14835164835164835,0.2774725274725275,0.760989010989011,0.14835164835164835,0.2774725274725275,0.7582417582417582,24505.53515625,43901.4453125,1.53375452991,0.2705,0.36346300000000004,0.4803229999999999,0.357671,0.4091963768005371,0.287353515625,0.327880859375
289,1GU7_A_3GMS_A_2_1,1GU7_A,0.2225274725274725,0.3461538461538461,0.7637362637362637,0.2225274725274725,0.3461538461538461,0.7637362637362637,25550.259765625,74645.4765625,1.53932419873,0.294794,0.366128,0.487529,0.351498,0.447781503200531,0.280029296875,0.343994140625
290,1GU7_A_1RJW_A_3_2,1GU7_A,0.1868131868131868,0.33791208791208793,0.9203296703296704,0.1868131868131868,0.33791208791208793,0.9203296703296704,27797.662109375,44318.12109375,1.53508208653,0.296494,0.328866,0.447167,0.353071,0.3476770520210266,0.24951171875,0.34765625
291,1GU7_A_2EIH_A_3_4,1GU7_A,0.18956043956043955,0.3241758241758242,0.9835164835164836,0.18956043956043955,0.3241758241758242,0.9835164835164836,29048.3046875,55757.0625,1.5066993888100002,0.354531,0.474624,0.5292359999999999,0.48345,0.3519702255725861,0.296142578125,0.392822265625
292,1GU7_A_3S1L_A_3_3,1GU7_A,0.18406593406593408,0.29945054945054944,0.912087912087912,0.18406593406593408,0.29945054945054944,0.912087912087912,27704.33203125,38844.33203125,1.4808608044100002,0.257596,0.304055,0.406483,0.321808,0.3123708069324493,0.235107421875,0.33349609375
293,1GU7_A_2VCY_A_2_1,1GU7_A,0.3708791208791209,0.5467032967032966,0.9862637362637364,0.3708791208791209,0.5467032967032966,0.9862637362637364,35113.4765625,147030.609375,1.67619815183,0.651412,0.708565,0.79351,0.7175060000000001,0.764026403427124,0.50244140625,0.5400390625
294,1GU7_A_3GMS_A_2_5,1GU7_A,0.2225274725274725,0.3461538461538461,0.7637362637362637,0.2225274725274725,0.3461538461538461,0.7637362637362637,25282.3515625,72929.0859375,1.51840023581,0.290597,0.353051,0.48666400000000004,0.364458,0.4531901776790619,0.26806640625,0.334716796875
295,1GU7_A_2VCY_A_2_2,1GU7_A,0.3708791208791209,0.5467032967032966,0.9862637362637364,0.3708791208791209,0.5467032967032966,0.9862637362637364,34607.18359375,144343.6875,1.6651295473899999,0.6360060000000001,0.69386,0.805465,0.719576,0.7614786624908447,0.5068359375,0.55224609375
