,Model,Target,Template,GDT_TS,GDT_HA,SeqLength,identity,positive,coverage,identity(-misres),positive(-misres),coverage(-misres),num_misres
328,1GU7_A_1ZSY_A_2_3,1GU7_A,1ZSY_A_2,0.6951,0.5103,364,139,202,359,139,202,359,0
329,1GU7_A_3PII_A_3_4,1GU7_A,3PII_A_3,0.4107,0.2404,364,68,122,335,68,122,335,0
330,1GU7_A_6IQD_A_3_4,1GU7_A,6IQD_A_3,0.4087,0.2397,364,67,120,345,67,120,345,0
331,1GU7_A_3PII_A_3_2,1GU7_A,3PII_A_3,0.4107,0.2404,364,68,122,335,68,122,335,0
332,1GU7_A_2EIH_A_2_2,1GU7_A,2EIH_A_2,0.4485,0.2727,364,77,124,347,77,124,347,0
333,1GU7_A_2EIH_A_3_3,1GU7_A,2EIH_A_3,0.44299999999999995,0.2685,364,69,118,358,69,118,358,0
334,1GU7_A_2EIH_A_3_5,1GU7_A,2EIH_A_3,0.4471,0.2706,364,69,118,358,69,118,358,0
335,1GU7_A_1ZSY_A_2_4,1GU7_A,1ZSY_A_2,0.6923,0.5055,364,139,202,359,139,202,359,0
336,1HM9_B_3FWW_A_1_4,1HM9_B,3FWW_A_1,0.7194,0.5306,468,177,277,439,174,274,439,4
337,1HM9_B_1HV9_A_1_1,1HM9_B,1HV9_A_1,0.7183,0.5218,468,185,280,452,184,279,448,4
338,1HM9_B_2V0H_A_1_3,1HM9_B,2V0H_A_1,0.75,0.5568,468,186,272,438,186,272,438,0
339,1HM9_B_3FWW_A_1_1,1HM9_B,3FWW_A_1,0.7353,0.5437,468,177,277,439,174,274,439,4
340,1HM9_B_3D8V_A_1_2,1HM9_B,3D8V_A_1,0.8346,0.6457,468,193,279,454,192,278,454,1
341,1HM9_B_3D8V_A_1_1,1HM9_B,3D8V_A_1,0.821,0.6299,468,193,279,454,192,278,454,1
342,1HM9_B_3D8V_A_1_5,1HM9_B,3D8V_A_1,0.8592,0.6752,468,193,279,454,192,278,454,1
343,1HM9_B_7K47_A_1_1,1HM9_B,7K47_A_1,0.708,0.5098,468,175,250,447,175,250,447,0
344,1HM9_B_3D8V_A_1_4,1HM9_B,3D8V_A_1,0.8324,0.6447,468,193,279,454,192,278,454,1
345,1HM9_B_3FWW_A_1_3,1HM9_B,3FWW_A_1,0.6779,0.4842,468,177,277,439,174,274,439,4
346,1HM9_B_5VMK_A_1_5,1HM9_B,5VMK_A_1,0.7112,0.5229,468,194,289,447,194,289,447,0
347,1HM9_B_1HV9_A_1_4,1HM9_B,1HV9_A_1,0.7571,0.5644,468,185,280,452,184,279,448,4
348,1HM9_B_5VMK_A_1_4,1HM9_B,5VMK_A_1,0.6796,0.4913,468,194,289,447,194,289,447,0
349,1HM9_B_7K47_A_1_2,1HM9_B,7K47_A_1,0.7222,0.5273,468,175,250,447,175,250,447,0
350,1HM9_B_7K47_A_1_3,1HM9_B,7K47_A_1,0.7205,0.5191,468,175,250,447,175,250,447,0
351,1HM9_B_1HV9_A_1_5,1HM9_B,1HV9_A_1,0.7140000000000001,0.5229,468,185,280,452,184,279,448,4
352,1HM9_B_1HV9_A_1_2,1HM9_B,1HV9_A_1,0.7434,0.5568,468,185,280,452,184,279,448,4
353,1HM9_B_3FWW_A_1_2,1HM9_B,3FWW_A_1,0.7293,0.5409,468,177,277,439,174,274,439,4
354,1HM9_B_3D8V_A_1_3,1HM9_B,3D8V_A_1,0.8319,0.6348,468,193,279,454,192,278,454,1
355,1HM9_B_2V0H_A_1_2,1HM9_B,2V0H_A_1,0.7697,0.5791,468,186,272,438,186,272,438,0
356,1HM9_B_7K47_A_1_5,1HM9_B,7K47_A_1,0.7227,0.5235,468,175,250,447,175,250,447,0
357,1HM9_B_3FWW_A_1_5,1HM9_B,3FWW_A_1,0.7096,0.5158,468,177,277,439,174,274,439,4
358,1HM9_B_5VMK_A_1_1,1HM9_B,5VMK_A_1,0.6507,0.46399999999999997,468,194,289,447,194,289,447,0
359,1HM9_B_5VMK_A_1_2,1HM9_B,5VMK_A_1,0.6845,0.4967,468,194,289,447,194,289,447,0
360,1HM9_B_2V0H_A_1_4,1HM9_B,2V0H_A_1,0.7724,0.5813,468,186,272,438,186,272,438,0
361,1HM9_B_5VMK_A_1_3,1HM9_B,5VMK_A_1,0.6501,0.4662,468,194,289,447,194,289,447,0
362,1HM9_B_1HV9_A_1_3,1HM9_B,1HV9_A_1,0.7587,0.5639,468,185,280,452,184,279,448,4
363,1HM9_B_7K47_A_1_4,1HM9_B,7K47_A_1,0.7331,0.5338,468,175,250,447,175,250,447,0
364,1HM9_B_2V0H_A_1_1,1HM9_B,2V0H_A_1,0.6889,0.5033,468,186,272,438,186,272,438,0
365,1HM9_B_2V0H_A_1_5,1HM9_B,2V0H_A_1,0.738,0.5502,468,186,272,438,186,272,438,0
366,1HM9_B_3SPT_A_2_5,1HM9_B,3SPT_A_2,0.8253,0.6392,468,193,278,457,193,278,457,0
367,1HM9_B_3FWW_A_3_4,1HM9_B,3FWW_A_3,0.7091,0.5169,468,180,281,456,175,276,451,9
368,1HM9_B_2V0H_A_3_4,1HM9_B,2V0H_A_3,0.7642,0.5802,468,187,276,456,186,275,453,3
369,1HM9_B_7K47_A_2_1,1HM9_B,7K47_A_2,0.7282,0.5295,468,175,250,448,175,250,448,0
370,1HM9_B_4FCE_A_3_5,1HM9_B,4FCE_A_3,0.7582,0.5671,468,179,280,453,176,276,444,12
371,1HM9_B_3FOQ_A_3_5,1HM9_B,3FOQ_A_3,0.7555,0.5628,468,189,277,463,170,249,463,34
372,1HM9_B_7K47_A_2_3,1HM9_B,7K47_A_2,0.7254,0.53,468,175,250,448,175,250,448,0
373,1HM9_B_1HV9_A_2_3,1HM9_B,1HV9_A_2,0.7631,0.5693,468,185,281,456,184,280,452,4
374,1HM9_B_3SPT_A_3_1,1HM9_B,3SPT_A_3,0.9127,0.7336,468,189,277,463,189,277,458,5
375,1HM9_B_5VMK_A_3_2,1HM9_B,5VMK_A_3,0.6954,0.5066,468,191,287,456,191,287,451,5
376,1HM9_B_3FOQ_A_2_3,1HM9_B,3FOQ_A_2,0.7653,0.5753,468,193,278,457,174,250,457,34
377,1HM9_B_3FOQ_A_1_1,1HM9_B,3FOQ_A_1,0.7953,0.6043,468,193,279,454,174,251,454,34
378,1HM9_B_3FOQ_A_1_2,1HM9_B,3FOQ_A_1,0.7538,0.5606,468,193,279,454,174,251,454,34
379,1HM9_B_3SPT_A_1_1,1HM9_B,3SPT_A_1,0.8848,0.7020000000000001,468,193,279,454,193,279,454,0
380,1HM9_B_5VMK_A_3_5,1HM9_B,5VMK_A_3,0.7156,0.5267,468,191,287,456,191,287,451,5
381,1HM9_B_5VMK_A_2_1,1HM9_B,5VMK_A_2,0.6381,0.4503,468,193,289,456,193,289,451,5
382,1HM9_B_3D8V_A_3_2,1HM9_B,3D8V_A_3,0.8564,0.6703,468,189,277,463,188,276,463,1
383,1HM9_B_1HV9_A_3_3,1HM9_B,1HV9_A_3,0.7516,0.5551,468,184,280,456,183,279,452,4
384,1HM9_B_7K47_A_3_2,1HM9_B,7K47_A_3,0.7249,0.5273,468,175,250,451,175,250,449,2
385,1HM9_B_4FCE_A_3_2,1HM9_B,4FCE_A_3,0.7505,0.5606,468,179,280,453,176,276,444,12
386,1HM9_B_3SPT_A_1_5,1HM9_B,3SPT_A_1,0.8188,0.6255,468,193,279,454,193,279,454,0
387,1HM9_B_3SPT_A_3_2,1HM9_B,3SPT_A_3,0.8809999999999999,0.7118,468,189,277,463,189,277,458,5
388,1HM9_B_4FCE_A_1_2,1HM9_B,4FCE_A_1,0.7549,0.5655,468,177,277,439,176,275,439,5
389,1HM9_B_1HV9_A_3_2,1HM9_B,1HV9_A_3,0.7429,0.5562,468,184,280,456,183,279,452,4
390,1HM9_B_3FWW_A_2_2,1HM9_B,3FWW_A_2,0.7216,0.5311,468,180,282,456,175,277,451,9
391,1HM9_B_7K47_A_3_5,1HM9_B,7K47_A_3,0.7216,0.5229,468,175,250,451,175,250,449,2
392,1HM9_B_2V0H_A_3_1,1HM9_B,2V0H_A_3,0.6741,0.4836,468,187,276,456,186,275,453,3
393,1HM9_B_1HV9_A_3_5,1HM9_B,1HV9_A_3,0.7052,0.5147,468,184,280,456,183,279,452,4
394,1HM9_B_3FWW_A_2_5,1HM9_B,3FWW_A_2,0.7222,0.53,468,180,282,456,175,277,451,9
395,1HM9_B_3FWW_A_2_4,1HM9_B,3FWW_A_2,0.7096,0.5207,468,180,282,456,175,277,451,9
396,1HM9_B_2QKX_A_2_2,1HM9_B,2QKX_A_2,0.7058,0.5479999999999999,468,160,227,375,160,227,375,0
397,1HM9_B_2QKX_A_3_1,1HM9_B,2QKX_A_3,0.6932,0.5322,468,157,226,381,157,226,380,1
398,1HM9_B_4FCE_A_1_5,1HM9_B,4FCE_A_1,0.7445,0.5529,468,177,277,439,176,275,439,5
399,1HM9_B_3FOQ_A_2_2,1HM9_B,3FOQ_A_2,0.7467,0.5546,468,193,278,457,174,250,457,34
400,1HM9_B_2QKX_A_2_5,1HM9_B,2QKX_A_2,0.708,0.5497,468,160,227,375,160,227,375,0
401,1HM9_B_2V0H_A_2_3,1HM9_B,2V0H_A_2,0.7424,0.5491,468,188,277,453,187,276,450,3
402,1HM9_B_3FOQ_A_3_1,1HM9_B,3FOQ_A_3,0.7653,0.5704,468,189,277,463,170,249,463,34
403,1HM9_B_3FWW_A_2_1,1HM9_B,3FWW_A_2,0.738,0.5453,468,180,282,456,175,277,451,9
404,1HM9_B_2V0H_A_2_1,1HM9_B,2V0H_A_2,0.6729999999999999,0.488,468,188,277,453,187,276,450,3
405,1HM9_B_3FWW_A_3_3,1HM9_B,3FWW_A_3,0.6501,0.4525,468,180,281,456,175,276,451,9
406,1HM9_B_3SPT_A_3_4,1HM9_B,3SPT_A_3,0.8919,0.7096,468,189,277,463,189,277,458,5
407,1HM9_B_2QKX_A_3_3,1HM9_B,2QKX_A_3,0.6916,0.5322,468,157,226,381,157,226,380,1
408,1HM9_B_2V0H_A_3_3,1HM9_B,2V0H_A_3,0.7571,0.5660000000000001,468,187,276,456,186,275,453,3
409,1HM9_B_3FOQ_A_2_1,1HM9_B,3FOQ_A_2,0.8051,0.6124,468,193,278,457,174,250,457,34
410,1HM9_B_3D8V_A_3_5,1HM9_B,3D8V_A_3,0.8635,0.6807,468,189,277,463,188,276,463,1
411,1HM9_B_2QKX_A_3_5,1HM9_B,2QKX_A_3,0.6872,0.5295,468,157,226,381,157,226,380,1
412,1HM9_B_2QKX_A_2_4,1HM9_B,2QKX_A_2,0.7025,0.5431,468,160,227,375,160,227,375,0
413,1HM9_B_7K47_A_2_2,1HM9_B,7K47_A_2,0.7353,0.5377,468,175,250,448,175,250,448,0
414,1HM9_B_3SPT_A_2_1,1HM9_B,3SPT_A_2,0.8957,0.7129,468,193,278,457,193,278,457,0
415,1HM9_B_5VMK_A_2_4,1HM9_B,5VMK_A_2,0.6823,0.4951,468,193,289,456,193,289,451,5
416,1HM9_B_5VMK_A_2_3,1HM9_B,5VMK_A_2,0.6474,0.4591,468,193,289,456,193,289,451,5
417,1HM9_B_5VMK_A_3_1,1HM9_B,5VMK_A_3,0.6408,0.4487,468,191,287,456,191,287,451,5
418,1HM9_B_5VMK_A_2_5,1HM9_B,5VMK_A_2,0.7102,0.5224,468,193,289,456,193,289,451,5
419,1HM9_B_4FCE_A_3_3,1HM9_B,4FCE_A_3,0.6845,0.4913,468,179,280,453,176,276,444,12
420,1HM9_B_2V0H_A_2_2,1HM9_B,2V0H_A_2,0.7822,0.5928,468,188,277,453,187,276,450,3
421,1HM9_B_1HV9_A_2_4,1HM9_B,1HV9_A_2,0.7582,0.5682,468,185,281,456,184,280,452,4
422,1HM9_B_3SPT_A_2_3,1HM9_B,3SPT_A_2,0.8646,0.6719,468,193,278,457,193,278,457,0
423,1HM9_B_3FWW_A_3_5,1HM9_B,3FWW_A_3,0.7233,0.5262,468,180,281,456,175,276,451,9
424,1HM9_B_4FCE_A_2_1,1HM9_B,4FCE_A_2,0.7478,0.5595,468,179,281,453,176,276,444,12
425,1HM9_B_3D8V_A_2_3,1HM9_B,3D8V_A_2,0.8373,0.6457,468,193,278,457,192,277,457,1
426,1HM9_B_2QKX_A_2_3,1HM9_B,2QKX_A_2,0.6889,0.5311,468,160,227,375,160,227,375,0
427,1HM9_B_3D8V_A_3_3,1HM9_B,3D8V_A_3,0.8302,0.6359,468,189,277,463,188,276,463,1
428,1HM9_B_7K47_A_2_5,1HM9_B,7K47_A_2,0.7227,0.5218,468,175,250,448,175,250,448,0
429,1HM9_B_1HV9_A_2_5,1HM9_B,1HV9_A_2,0.7020000000000001,0.5104,468,185,281,456,184,280,452,4
430,1HM9_B_2QKX_A_1_4,1HM9_B,2QKX_A_1,0.7145,0.5546,468,161,228,372,161,228,372,0
431,1HM9_B_3SPT_A_3_3,1HM9_B,3SPT_A_3,0.8619,0.6687,468,189,277,463,189,277,458,5
432,1HM9_B_3SPT_A_3_5,1HM9_B,3SPT_A_3,0.8368,0.6474,468,189,277,463,189,277,458,5
433,1HM9_B_3SPT_A_2_4,1HM9_B,3SPT_A_2,0.8914,0.7156,468,193,278,457,193,278,457,0
434,1HM9_B_2V0H_A_3_5,1HM9_B,2V0H_A_3,0.7342,0.5409,468,187,276,456,186,275,453,3
435,1HM9_B_1HV9_A_2_1,1HM9_B,1HV9_A_2,0.7271,0.5338,468,185,281,456,184,280,452,4
436,1HM9_B_5VMK_A_3_4,1HM9_B,5VMK_A_3,0.6905,0.5016,468,191,287,456,191,287,451,5
437,1HM9_B_1HV9_A_3_1,1HM9_B,1HV9_A_3,0.7205,0.524,468,184,280,456,183,279,452,4
438,1HM9_B_3D8V_A_2_4,1HM9_B,3D8V_A_2,0.8455,0.6567,468,193,278,457,192,277,457,1
439,1HM9_B_2QKX_A_2_1,1HM9_B,2QKX_A_2,0.6932,0.5328,468,160,227,375,160,227,375,0
440,1HM9_B_2QKX_A_1_2,1HM9_B,2QKX_A_1,0.7145,0.5568,468,161,228,372,161,228,372,0
441,1HM9_B_7K47_A_3_1,1HM9_B,7K47_A_3,0.7238,0.5306,468,175,250,451,175,250,449,2
442,1HM9_B_4FCE_A_3_4,1HM9_B,4FCE_A_3,0.7434,0.5551,468,179,280,453,176,276,444,12
443,1HM9_B_2V0H_A_2_4,1HM9_B,2V0H_A_2,0.7658,0.583,468,188,277,453,187,276,450,3
444,1HM9_B_4FCE_A_2_5,1HM9_B,4FCE_A_2,0.7582,0.5671,468,179,281,453,176,276,444,12
445,1HM9_B_3FWW_A_3_2,1HM9_B,3FWW_A_3,0.7162,0.5257,468,180,281,456,175,276,451,9
446,1HM9_B_4FCE_A_3_1,1HM9_B,4FCE_A_3,0.7478,0.5595,468,179,280,453,176,276,444,12
447,1HM9_B_3SPT_A_1_3,1HM9_B,3SPT_A_1,0.8515,0.6556,468,193,279,454,193,279,454,0
448,1HM9_B_3FOQ_A_3_4,1HM9_B,3FOQ_A_3,0.7855,0.5977,468,189,277,463,170,249,463,34
449,1HM9_B_5VMK_A_2_2,1HM9_B,5VMK_A_2,0.6856,0.4973,468,193,289,456,193,289,451,5
450,1HM9_B_7K47_A_3_4,1HM9_B,7K47_A_3,0.732,0.5333,468,175,250,451,175,250,449,2
451,1HM9_B_3FOQ_A_1_5,1HM9_B,3FOQ_A_1,0.7533,0.5539999999999999,468,193,279,454,174,251,454,34
452,1HM9_B_3D8V_A_2_2,1HM9_B,3D8V_A_2,0.8215,0.6326,468,193,278,457,192,277,457,1
453,1HM9_B_7K47_A_3_3,1HM9_B,7K47_A_3,0.7254,0.524,468,175,250,451,175,250,449,2
454,1HM9_B_4FCE_A_1_3,1HM9_B,4FCE_A_1,0.6971,0.5044,468,177,277,439,176,275,439,5
455,1HM9_B_3FOQ_A_1_3,1HM9_B,3FOQ_A_1,0.774,0.5797,468,193,279,454,174,251,454,34
456,1HM9_B_2QKX_A_1_3,1HM9_B,2QKX_A_1,0.6954,0.5349,468,161,228,372,161,228,372,0
457,1HM9_B_4FCE_A_1_4,1HM9_B,4FCE_A_1,0.762,0.5753,468,177,277,439,176,275,439,5
458,1HM9_B_1HV9_A_2_2,1HM9_B,1HV9_A_2,0.7429,0.5557,468,185,281,456,184,280,452,4
459,1HM9_B_3FOQ_A_2_4,1HM9_B,3FOQ_A_2,0.7735,0.5824,468,193,278,457,174,250,457,34
460,1HM9_B_3FWW_A_2_3,1HM9_B,3FWW_A_2,0.6599,0.4662,468,180,282,456,175,277,451,9
461,1HM9_B_2V0H_A_3_2,1HM9_B,2V0H_A_3,0.7757,0.5868,468,187,276,456,186,275,453,3
462,1HM9_B_2QKX_A_1_5,1HM9_B,2QKX_A_1,0.696,0.5366,468,161,228,372,161,228,372,0
463,1HM9_B_3FOQ_A_2_5,1HM9_B,3FOQ_A_2,0.7598,0.565,468,193,278,457,174,250,457,34
464,1HM9_B_2QKX_A_3_2,1HM9_B,2QKX_A_3,0.7036,0.5459,468,157,226,381,157,226,380,1
465,1HM9_B_3SPT_A_2_2,1HM9_B,3SPT_A_2,0.893,0.7325,468,193,278,457,193,278,457,0
466,1HM9_B_2QKX_A_3_4,1HM9_B,2QKX_A_3,0.7091,0.5479999999999999,468,157,226,381,157,226,380,1
467,1HM9_B_4FCE_A_1_1,1HM9_B,4FCE_A_1,0.762,0.5742,468,177,277,439,176,275,439,5
468,1HM9_B_3FWW_A_3_1,1HM9_B,3FWW_A_3,0.7445,0.5491,468,180,281,456,175,276,451,9
469,1HM9_B_3SPT_A_1_2,1HM9_B,3SPT_A_1,0.8783,0.7145,468,193,279,454,193,279,454,0
470,1HM9_B_5VMK_A_3_3,1HM9_B,5VMK_A_3,0.6479,0.45799999999999996,468,191,287,456,191,287,451,5
471,1HM9_B_4FCE_A_2_4,1HM9_B,4FCE_A_2,0.7434,0.5551,468,179,281,453,176,276,444,12
472,1HM9_B_3D8V_A_2_5,1HM9_B,3D8V_A_2,0.8543,0.6665,468,193,278,457,192,277,457,1
473,1HM9_B_3D8V_A_2_1,1HM9_B,3D8V_A_2,0.8166,0.6288,468,193,278,457,192,277,457,1
474,1HM9_B_4FCE_A_2_3,1HM9_B,4FCE_A_2,0.6845,0.4913,468,179,281,453,176,276,444,12
475,1HM9_B_1HV9_A_3_4,1HM9_B,1HV9_A_3,0.7566,0.5671,468,184,280,456,183,279,452,4
476,1HM9_B_7K47_A_2_4,1HM9_B,7K47_A_2,0.7440000000000001,0.5479999999999999,468,175,250,448,175,250,448,0
477,1HM9_B_3D8V_A_3_1,1HM9_B,3D8V_A_3,0.8313,0.6365,468,189,277,463,188,276,463,1
478,1HM9_B_3D8V_A_3_4,1HM9_B,3D8V_A_3,0.8526,0.6648,468,189,277,463,188,276,463,1
479,1HM9_B_3SPT_A_1_4,1HM9_B,3SPT_A_1,0.8881,0.7041,468,193,279,454,193,279,454,0
480,1HM9_B_2V0H_A_2_5,1HM9_B,2V0H_A_2,0.7374,0.5459,468,188,277,453,187,276,450,3
481,1HM9_B_3FOQ_A_3_2,1HM9_B,3FOQ_A_3,0.7598,0.5710000000000001,468,189,277,463,170,249,463,34
482,1HM9_B_3FOQ_A_1_4,1HM9_B,3FOQ_A_1,0.7702,0.5808,468,193,279,454,174,251,454,34
483,1HM9_B_3FOQ_A_3_3,1HM9_B,3FOQ_A_3,0.7576,0.5693,468,189,277,463,170,249,463,34
484,1HM9_B_4FCE_A_2_2,1HM9_B,4FCE_A_2,0.7505,0.5606,468,179,281,453,176,276,444,12
485,1HM9_B_2QKX_A_1_1,1HM9_B,2QKX_A_1,0.6905,0.5295,468,161,228,372,161,228,372,0
616,1K5N_A_1S7Q_A_2_5,1K5N_A,1S7Q_A_2,0.9004,0.7509,276,201,227,276,201,227,276,0
617,1K5N_A_5VGE_A_2_1,1K5N_A,5VGE_A_2,0.9520000000000001,0.8007,276,242,252,276,241,251,275,1
618,1K5N_A_5J6G_A_2_1,1K5N_A,5J6G_A_2,0.9574,0.8143,276,214,232,276,212,229,275,4
619,1K5N_A_5IEK_A_1_3,1K5N_A,5IEK_A_1,0.9647,0.856,276,260,265,276,260,265,276,0
620,1K5N_A_6H6H_A_3_2,1K5N_A,6H6H_A_3,0.8297,0.6549,276,203,225,276,201,223,276,4
621,1K5N_A_3PWU_A_3_1,1K5N_A,3PWU_A_3,0.8424,0.6839,276,217,235,274,217,235,274,0
622,1K5N_A_6L9M_A_3_2,1K5N_A,6L9M_A_3,0.9103,0.74,276,208,228,276,208,228,276,0
623,1K5N_A_6L9M_A_3_3,1K5N_A,6L9M_A_3,0.8976,0.7246,276,208,228,276,208,228,276,0
624,1K5N_A_5XMF_A_3_5,1K5N_A,5XMF_A_3,0.8986,0.7409,276,218,236,275,218,236,275,0
625,1K5N_A_5IEK_A_1_1,1K5N_A,5IEK_A_1,0.9918,0.9022,276,260,265,276,260,265,276,0
626,1K5N_A_6L9M_A_3_4,1K5N_A,6L9M_A_3,0.8931,0.7183,276,208,228,276,208,228,276,0
627,1K5N_A_3PWU_A_3_2,1K5N_A,3PWU_A_3,0.8406,0.6893,276,217,235,274,217,235,274,0
628,1K5N_A_6J1V_A_1_5,1K5N_A,6J1V_A_1,0.9321,0.7908,276,246,252,274,246,252,274,0
629,1K5N_A_3W39_A_1_1,1K5N_A,3W39_A_1,0.9004,0.7627,276,253,262,276,253,262,276,0
630,1K5N_A_4NT6_A_1_4,1K5N_A,4NT6_A_1,0.9547,0.7835,276,244,255,273,244,255,273,0
631,1K5N_A_6IWG_A_3_2,1K5N_A,6IWG_A_3,0.9384,0.8016,276,237,250,276,237,250,276,0
632,1K5N_A_6IWG_A_3_3,1K5N_A,6IWG_A_3,0.9592,0.8216,276,237,250,276,237,250,276,0
633,1K5N_A_6IWG_A_3_1,1K5N_A,6IWG_A_3,0.9538,0.8089,276,237,250,276,237,250,276,0
634,1K5N_A_5J6G_A_2_3,1K5N_A,5J6G_A_2,0.9674,0.8433,276,214,232,276,212,229,275,4
635,1K5N_A_6J1V_A_1_3,1K5N_A,6J1V_A_1,0.9085,0.7645,276,246,252,274,246,252,274,0
636,1K5N_A_6H6H_A_3_4,1K5N_A,6H6H_A_3,0.7979999999999999,0.6141,276,203,225,276,201,223,276,4
637,1K5N_A_3W39_A_1_4,1K5N_A,3W39_A_1,0.9402,0.7998,276,253,262,276,253,262,276,0
638,1K5N_A_6J1V_A_1_2,1K5N_A,6J1V_A_1,0.9429,0.8025,276,246,252,274,246,252,274,0
639,1K5N_A_5W1V_A_3_5,1K5N_A,5W1V_A_3,0.9212,0.7563,276,217,238,276,213,234,275,4
640,1K5N_A_6AEE_A_3_2,1K5N_A,6AEE_A_3,0.9601,0.8197,276,227,246,275,226,245,274,1
641,1K5N_A_3BVN_A_1_2,1K5N_A,3BVN_A_1,0.9139,0.7736,276,258,263,276,258,263,276,0
642,1K5N_A_3BVN_A_1_3,1K5N_A,3BVN_A_1,0.9203,0.7781,276,258,263,276,258,263,276,0
643,1K5N_A_6PBH_A_2_5,1K5N_A,6PBH_A_2,0.9420000000000001,0.8152,276,237,246,276,235,244,274,2
644,1K5N_A_4NQX_A_2_3,1K5N_A,4NQX_A_2,0.9556,0.8234,276,238,247,275,237,246,274,1
645,1K5N_A_6AEE_A_3_4,1K5N_A,6AEE_A_3,0.9665,0.8424,276,227,246,275,226,245,274,1
646,1K5N_A_6L9M_A_3_5,1K5N_A,6L9M_A_3,0.8723,0.6902,276,208,228,276,208,228,276,0
647,1K5N_A_5XMF_A_3_4,1K5N_A,5XMF_A_3,0.8659,0.7056,276,218,236,275,218,236,275,0
648,1K5N_A_2BVO_A_1_2,1K5N_A,2BVO_A_1,0.9955,0.9293,276,253,262,276,252,261,275,1
649,1K5N_A_6J1V_A_1_4,1K5N_A,6J1V_A_1,0.9022,0.7509,276,246,252,274,246,252,274,0
650,1K5N_A_4ZFZ_A_2_1,1K5N_A,4ZFZ_A_2,0.9447,0.8007,276,235,248,276,235,248,276,0
651,1K5N_A_1S7Q_A_2_1,1K5N_A,1S7Q_A_2,0.9212,0.7699,276,201,227,276,201,227,276,0
652,1K5N_A_5W1V_A_3_4,1K5N_A,5W1V_A_3,0.9085,0.7319,276,217,238,276,213,234,275,4
653,1K5N_A_6PBH_A_2_4,1K5N_A,6PBH_A_2,0.9574,0.8306,276,237,246,276,235,244,274,2
654,1K5N_A_1BII_A_2_1,1K5N_A,1BII_A_2,0.9656,0.8197,276,205,229,274,205,229,274,0
655,1K5N_A_6PBH_A_2_1,1K5N_A,6PBH_A_2,0.9229999999999999,0.7935,276,237,246,276,235,244,274,2
656,1K5N_A_4NQX_A_2_1,1K5N_A,4NQX_A_2,0.9212,0.779,276,238,247,275,237,246,274,1
657,1K5N_A_6H6H_A_3_1,1K5N_A,6H6H_A_3,0.8786,0.6993,276,203,225,276,201,223,276,4
658,1K5N_A_3BVN_A_1_5,1K5N_A,3BVN_A_1,0.9257,0.7817,276,258,263,276,258,263,276,0
659,1K5N_A_4NQX_A_2_4,1K5N_A,4NQX_A_2,0.9484,0.8152,276,238,247,275,237,246,274,1
660,1K5N_A_3PWU_A_3_5,1K5N_A,3PWU_A_3,0.8451,0.6957,276,217,235,274,217,235,274,0
661,1K5N_A_6PBH_A_2_2,1K5N_A,6PBH_A_2,0.9411,0.8098,276,237,246,276,235,244,274,2
662,1K5N_A_3JTS_A_3_3,1K5N_A,3JTS_A_3,0.9167,0.7672,276,237,249,276,237,249,276,0
663,1K5N_A_1KJM_A_3_1,1K5N_A,1KJM_A_3,0.9158,0.7672,276,207,232,276,207,232,276,0
664,1K5N_A_1KJM_A_3_2,1K5N_A,1KJM_A_3,0.9058,0.7591,276,207,232,276,207,232,276,0
665,1K5N_A_4NQX_A_2_2,1K5N_A,4NQX_A_2,0.9429,0.8071,276,238,247,275,237,246,274,1
666,1K5N_A_3BVN_A_1_1,1K5N_A,3BVN_A_1,0.8696,0.7219,276,258,263,276,258,263,276,0
667,1K5N_A_6L9M_A_3_1,1K5N_A,6L9M_A_3,0.8832,0.7120000000000001,276,208,228,276,208,228,276,0
668,1K5N_A_4NT6_A_1_3,1K5N_A,4NT6_A_1,0.9438,0.779,276,244,255,273,244,255,273,0
669,1K5N_A_3PWU_A_3_4,1K5N_A,3PWU_A_3,0.8487,0.6920000000000001,276,217,235,274,217,235,274,0
670,1K5N_A_5TXS_A_1_3,1K5N_A,5TXS_A_1,0.9909,0.9194,276,253,257,276,253,257,276,0
671,1K5N_A_3BVN_A_1_4,1K5N_A,3BVN_A_1,0.9158,0.7699,276,258,263,276,258,263,276,0
672,1K5N_A_3W39_A_1_2,1K5N_A,3W39_A_1,0.9103,0.7781,276,253,262,276,253,262,276,0
673,1K5N_A_5XMF_A_3_3,1K5N_A,5XMF_A_3,0.8949,0.7518,276,218,236,275,218,236,275,0
674,1K5N_A_3PWU_A_3_3,1K5N_A,3PWU_A_3,0.8197,0.6531,276,217,235,274,217,235,274,0
675,1K5N_A_1ZVS_A_2_5,1K5N_A,1ZVS_A_2,0.9656,0.8179,276,237,251,276,237,251,276,0
676,1K5N_A_5XMF_A_3_2,1K5N_A,5XMF_A_3,0.8859,0.7337,276,218,236,275,218,236,275,0
677,1K5N_A_4ZFZ_A_2_5,1K5N_A,4ZFZ_A_2,0.9402,0.8043,276,235,248,276,235,248,276,0
678,1K5N_A_6H6H_A_3_3,1K5N_A,6H6H_A_3,0.8632,0.6884,276,203,225,276,201,223,276,4
679,1K5N_A_2BCK_A_2_5,1K5N_A,2BCK_A_2,0.9611,0.8261,276,245,252,276,245,252,276,0
680,1K5N_A_5J6G_A_2_4,1K5N_A,5J6G_A_2,0.9303,0.7745,276,214,232,276,212,229,275,4
